"State","County","HPI","Personal_Income","Poverty_Percentage","Population","HighSchoolLess","HighSchoolOnly","SomeCollege","BachelorAndHigher","Unemployment_Rate"
"WI","Monroe","164.53",42974,10.9,46253,9.1,36.8,33.5,20.6,3
"WI","Oconto","135.30",47104,9.3,37930,9.6,41.7,31.9,16.8,3.6
"WI","Oneida","143.24",52014,8.9,35595,6.9,32,34,27.2,4.3
"WI","Outagamie","146.83",52640,7.1,187885,5.9,31.7,32.8,29.7,3
"WI","Ozaukee","147.43",85492,4.5,89221,3.2,20,27.9,49,2.9
"WI","Pepin","148.47",49793,9,7287,9,38,32.4,20.6,3.8
"WI","Pierce","146.18",47114,9.8,42754,4.9,32.1,33.9,29.2,3.4
"WI","Polk","147.58",47856,8.6,43783,6.2,37.3,35.6,20.9,4.1
"WI","Portage","155.32",47278,11.8,70772,6.1,31.9,29.1,32.9,3.3
"WI","Price","132.39",47086,14.9,13351,8.2,40.4,34.9,16.5,4.4
"WI","Racine","144.72",50845,12.4,196311,9.5,31.6,33.7,25.2,4.1
"WI","Richland","142.43",44803,12.5,17252,9.9,40.8,30.3,19,3.2
"WI","Rock","142.15",46236,12.3,163354,9.2,36.1,32.5,22.1,3.7
"WI","Rusk","128.94",44556,12.3,14178,12,41.5,29.9,16.6,4.9
"WI","Sauk","153.01",51115,10.2,64442,9.1,33.9,33,24.1,2.9
"WI","Sawyer","152.88",47360,12.7,16558,7.7,34,34.1,24.2,4.8
"WI","Shawano","132.53",44196,9.6,40899,8.6,44.8,30.9,15.7,3.2
"WI","Sheboygan","137.69",54703,8.1,115340,6.8,35.9,32.2,25.1,2.7
"WI","Taylor","135.20",41858,9.7,20343,11.6,43.4,29.8,15.1,3.7
"WI","Trempealeau","159.15",45218,8.9,29649,9.3,39,32.4,19.3,3.6
"WI","Vernon","162.42",42578,14.1,30822,10.6,37.7,29.3,22.4,3.3
"WI","Vilas","139.94",54734,11.2,22195,6.3,30,34.7,29.1,4.3
"WI","Walworth","149.34",51196,9.5,103868,9.2,31.3,30.8,28.8,3.3
"WI","Washburn","144.69",49456,12.8,15720,7.8,33.6,35.6,23,4.1
"WI","Washington","146.71",59979,5.1,136034,5.1,30.3,33.2,31.5,2.9
"WI","Waukesha","152.88",73873,4.7,404198,3.8,22.7,29.1,44.5,2.9
"WI","Waupaca","136.54",47035,8.8,50990,8.2,40.8,31.1,19.9,3.3
"WI","Waushara","134.82",42544,12.4,24443,13.2,42,28.6,16.3,4.1
"WI","Winnebago","143.07",49276,9.7,171907,7.1,33.4,31.1,28.3,3
"WI","Wood","141.75",48046,10.7,72999,7.3,38,33,21.6,3.8
"WY","Albany","186.48",42698,16,38880,4.1,14.7,29.5,51.8,3.1
"WY","Big Horn","191.82",39318,12.1,11790,10.3,29.1,41.6,19,4.2
"WY","Campbell","176.59",55348,7.7,46341,7.1,35.6,38.4,18.9,3.7
"WY","Carbon","213.59",59665,11.7,14800,9,38.2,32.3,20.6,3.3
"WY","Converse","225.20",63736,9.2,13822,9.2,39,34.6,17.3,2.7
"WY","Crook","210.64",47966,8,7584,7.3,29,41.3,22.3,3.2
"WY","Fremont","202.93",47071,12.9,39261,7.9,29.7,38.1,24.3,4.4
"WY","Goshen","172.86",43725,13,13211,7.9,28.2,38.1,25.9,3.6
"WY","Hot Springs","175.78",57101,10.9,4413,5.3,29.5,41.4,23.7,3.5
"WY","Johnson","183.46",54476,9,8445,4,26.8,37.4,31.7,3.6
"WY","Laramie","204.92",54113,9.5,99500,7,25.8,38.7,28.5,3.5
"WY","Lincoln","196.72",44331,7,19830,7.2,31.8,37.3,23.7,3.3
"WY","Natrona","216.94",72187,9.9,79858,7.5,30.3,39.3,22.8,3.9
"WY","Park","207.39",58386,10.3,29194,4.5,25.8,35.7,34,4
"WY","Platte","201.39",52624,11.5,8393,8.9,38.3,32.1,20.7,3.4
"WY","Sheridan","215.78",59666,8.5,30485,4.7,25.6,38.7,31,3.5
"WY","Sublette","166.33",54850,7.2,9831,4,34.6,38.6,22.8,4.4
"WY","Sweetwater","191.64",57225,8.3,42343,7.2,33,37.2,22.5,3.9
"WY","Teton","285.15",229825,6,23464,4.8,14.9,23.3,57,2.7
"WY","Uinta","204.05",41912,8.5,20226,7.3,41.5,35.2,16,3.9
"WY","Washakie","183.42",50735,11.1,7805,10.2,29.8,36.6,23.4,3.9
"WY","Weston","218.89",46655,10.5,6927,6.3,37.4,36.2,20,2.9
